Household_Id	Acres [EUPATH_0000026]	Air bricks [EUPATH_0000018]	Animal-drawn cart [EUPATH_0000166]	Bank account [EUPATH_0000167]	Bed [ENVO_00000501]	Bicycle [ENVO_01000614]	Boat with a motor [EUPATH_0000179]	Boat without a motor [EUPATH_0000170]	Car or truck [EUPATH_0000171]	Cassette player [ENVO_01000578]	Chair [ENVO_01000586]	Clock [ENVO_01000596]	Cooking fuel [EUPATH_0000023]	Country [ENVO_00000009]	Cupboard [ENVO_01000595]	Drinking water source [ENVO_00003064]	Dwelling type [ENVO_01000744]	Eaves [ENVO_01000825]	Electricity [EUPATH_0021084]	Floor material [EUPATH_0000006]	Food problems per week [EUPATH_0000029]	Household wealth index, categorical [EUPATH_0000143]	Household wealth index, numerical [EUPATH_0000014]	Human waste facilities [EUPATH_0000335]	Landline phone [ENVO_01000582]	Lighting source [OBI_0400065]	Meals per day [EUPATH_0000027]	Meat meals per week [EUPATH_0000028]	Mobile phone [ENVO_01000581]	Motorcycle or scooter [ENVO_01000615]	Persons living in house count [EUPATH_0000019]	Radio [ENVO_01000577]	Refrigerator [ENVO_01000583]	Roof material [EUPATH_0000003]	Sleeping places count [EUPATH_0000201]	Sleeping rooms in dwelling count [EUPATH_0000025]	Sofa [ENVO_01000588]	Sub-county in Uganda [EUPATH_0000054]	Table [ENVO_01000584]	Television [ENVO_01000579]	Wall material [EUPATH_0000009]	Watch [EUPATH_0000186]
h_201033189	0	No airbricks	No	No	Yes	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Always	Poorest	-.6373648	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	1	0	Yes	No	5	Yes	No	Metal	3	1	No	Walukuba	No	No	Mud	No
h_126003301	3	Unscreened airbricks	No	Yes	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Closed	No	Cement/concrete	Never	Middle	.7582317	["Uncovered pit latrine w/slab"]	No	Paraffin - wick lamp	3	5	Yes	No	7	Yes	No	Metal	4	2	No	Nagongera	Yes	No	Mud	No
h_368004201	1	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected spring	Traditional	Closed	No	Earth or sand	Seldom	Least poor	1.2702048	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	Yes	No	6	Yes	No	Metal	3	2	No	Kihihi	Yes	No	Mud	Yes
h_218004703	0	No airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	No	Cement/concrete	Never	Least poor	1.1006227	["Flush toilet"]	No	Paraffin - hurricane lamp	3	4	Yes	No	2	Yes	No	Tiles	1	1	No	Walukuba	Yes	No	Cement	No
h_217003105	0	No airbricks	No	Yes	Yes	No	No	No	No	Yes	No	No	["Charcoal"]	Uganda	No	Piped into yard/compound	Modern	Closed	No	Cement/concrete	Seldom	Least poor	1.1006227	["Covered pit latrine w/slab"]	No	Candles	3	3	Yes	No	4	Yes	No	Tiles	3	2	No	Walukuba	Yes	Yes	Cement	No
h_349004602	0	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Open public well	Modern	Closed	No	Bricks	Sometimes	Middle	-.23281789	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	Yes	No	4	Yes	No	Metal	2	1	No	Kihihi	Yes	No	Cement	No
h_442000701	6	Unscreened airbricks	No	Yes	Yes	Yes	No	No	Yes	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	Yes	Cement/concrete	Always	Least poor	.7970764	["Flush toilet"]	No	Electricity	2	2	Yes	No	9	Yes	No	Metal	3	3	No	Kihihi	Yes	No	Cement	No
h_143000601	1	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	No	Protected public well	Traditional	Closed	No	Earth and dung	Sometimes	Middle	-.16733958	["No facility/bush/field"]	No	Paraffin - wick lamp	2	2	Yes	No	8	No	No	Metal	4	3	No	Nagongera	Yes	No	Mud	No
h_131015301	1	No airbricks	No	No	No	No	No	No	No	No	No	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth or sand	Sometimes	Poorest	-2.7606716	["No facility/bush/field"]	No	Paraffin - wick lamp	2	3	No	No	6	No	No	Thatch	2	1	No	Nagongera	No	No	Mud	No
h_120000201	1	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Unprotected spring	Traditional	Closed	No	Earth and dung	Sometimes	Poorest	-1.6762136	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	3	Yes	No	8	No	No	Metal	4	3	No	Nagongera	No	No	Mud	No
h_327006401	6	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Closed	No	Earth or sand	Sometimes	Poorest	-1.3793198	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	0	No	No	9	No	No	Metal	4	3	No	Kihihi	Yes	No	Mud	No
h_107009202	8	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Public tap	Traditional	Closed	No	Earth or sand	Sometimes	Least poor	.85700983	["Uncovered pit latrine no slab"]	No	Candles	2	1	Yes	No	6	Yes	No	Metal	5	2	No	Nagongera	Yes	No	Mud	No
h_201032656	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Sometimes	Middle	.74857438	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	Yes	No	8	Yes	No	Metal	4	2	No	Walukuba	Yes	No	Mud	Yes
h_205015915	0	No airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Often	Poorest	-1.0282577	["Uncovered pit latrine no slab"]	No	Paraffin - hurricane lamp	3	1	Yes	No	5	Yes	No	Metal	2	1	No	Walukuba	No	No	Mud	No
h_340005701	1	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Unprotected spring	Traditional	Open	No	Earth or sand	Always	Middle	-.46155116	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	No	No	4	Yes	No	Thatch	1	1	No	Kihihi	Yes	No	Mud	No
h_208008119	0	Screened airbricks	No	No	Yes	No	No	No	No	No	No	Yes	["Charcoal"]	Uganda	No	Pipe into dwelling	Modern	Closed	Yes	Cement/concrete	Often	Middle	.34463355	["Covered pit latrine w/slab"]	No	Electricity	2	0	Yes	No	5	No	No	Tiles	4	3	No	Walukuba	Yes	No	Cement	No
h_143001101	5	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	No	Borehole	Modern	Closed	No	Cement/concrete	Sometimes	Least poor	1.7331821	["Covered pit latrine no slab"]	No	Paraffin - hurricane lamp	2	2	Yes	No	4	Yes	No	Metal	3	2	No	Nagongera	Yes	No	Cement	No
h_129006901	2	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Unprotected spring	Traditional	Closed	No	Earth and dung	Seldom	Poorest	-1.7696221	["No facility/bush/field"]	No	Paraffin - wick lamp	2	4	No	No	7	No	No	Metal	2	2	No	Nagongera	No	No	Mud	No
h_331005301	2	Screened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Pond/lake	Modern	Closed	No	Cement/concrete	Seldom	Least poor	.92645317	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	1	Yes	No	4	Yes	No	Metal	2	2	No	Kihihi	Yes	No	Cement	No
h_206012102	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Closed	No	Earth and dung	Always	Poorest	-.59147221	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	1	0	Yes	No	4	No	No	Metal	2	1	No	Walukuba	Yes	No	Mud	No
h_368001901	1	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected public well	Traditional	Open	No	Earth or sand	Sometimes	Poorest	-1.2039018	["Covered pit latrine no slab"]	No	Torch/battery powered lamp	2	2	No	No	6	Yes	No	Thatch	5	3	No	Kihihi	No	No	Mud	No
h_303001706	0	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected spring	Modern	Closed	No	Stones	Sometimes	Poorest	-1.7230715	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	1	No	No	5	No	No	Metal	2	2	No	Kihihi	Yes	No	Cement	No
h_440001406	3	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	Yes	["Charcoal"]	Uganda	Yes	Public tap	Modern	Closed	Yes	Cement/concrete	Never	Least poor	2.0966618	["Uncovered pit latrine w/slab"]	No	Electricity	3	1	Yes	No	3	Yes	No	Metal	3	2	No	Kihihi	Yes	No	Cement	Yes
h_443006608	0	No airbricks	No	No	No	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected public well	Traditional	Open	No	Earth or sand	Often	Middle	.62290692	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	1	Yes	No	9	Yes	No	Metal	3	2	No	Kihihi	Yes	No	Mud	No
h_340000201	1	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected public well	Traditional	Closed	No	Cement/concrete	Sometimes	Middle	.27915522	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	Yes	No	8	Yes	No	Metal	6	3	Yes	Kihihi	Yes	No	Mud	No
h_416003101	7	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Open public well	Modern	Closed	No	Cement/concrete	Never	Middle	-.33506715	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	Yes	No	8	No	No	Metal	6	3	No	Kihihi	Yes	No	Cement	No
h_111007302	3	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Open public well	Traditional	Closed	No	Earth and dung	Sometimes	Middle	.1109338	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	7	Yes	No	6	Yes	No	Metal	3	2	No	Nagongera	Yes	No	Mud	No
h_328007401	8	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Unprotected spring	Traditional	Closed	No	Earth or sand	Sometimes	Poorest	-1.8988851	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	0	Yes	No	6	No	No	Metal	3	2	No	Kihihi	No	No	Mud	No
h_217000903	1	Screened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Modern	Closed	No	Cement/concrete	Seldom	Middle	.0099331364	["Covered pit latrine w/slab"]	No	Paraffin - hurricane lamp	3	1	Yes	No	4	Yes	No	Metal	4	2	No	Walukuba	No	No	Cement	No
h_201034833	0	No airbricks	No	Yes	No	No	No	No	No	No	No	Yes	["Charcoal"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Never	Least poor	1.1202084	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	3	Yes	No	3	Yes	No	Metal	2	1	No	Walukuba	No	No	Mud	No
h_341001601	1	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	River/stream	Traditional	Open	No	Earth or sand	Sometimes	Middle	-.23281789	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	2	Yes	No	7	Yes	No	Thatch	4	3	No	Kihihi	Yes	No	Mud	No
h_356006201	5	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Open public well	Traditional	Closed	No	Earth and dung	Sometimes	Middle	.62402302	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	0	Yes	No	8	No	No	Metal	4	3	Yes	Kihihi	Yes	No	Mud	Yes
h_103008301	3	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Modern	Closed	No	Cement/concrete	Never	Middle	.58406228	["Composting  toilet"]	No	Paraffin - wick lamp	2	0	Yes	No	9	Yes	No	Metal	4	2	No	Nagongera	Yes	No	Cement	No
h_362004501	1	Unscreened airbricks	No	No	Yes	No	No	No	No	No	No	No	["Firewood"]	Uganda	No	Borehole	Traditional	Closed	No	Earth or sand	Often	Poorest	-1.3235073	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	Yes	No	5	Yes	No	Metal	3	2	No	Kihihi	No	No	Mud	No
h_209008801	3	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	Yes	["Charcoal"]	Uganda	Yes	Pipe into dwelling	Modern	Closed	Yes	Cement/concrete	Seldom	Least poor	3.5959752	["Covered pit latrine w/slab"]	Yes	Electricity	4	7	Yes	No	7	Yes	Yes	Tiles	8	4	Yes	Walukuba	Yes	Yes	Cement	Yes
h_343005901	1	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Protected spring	Traditional	Closed	No	Earth or sand	Sometimes	Least poor	1.8384022	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	9	Yes	No	Metal	5	5	No	Kihihi	Yes	No	Mud	No
h_446006202	3	Unscreened airbricks	No	Yes	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	River/stream	Modern	Closed	No	Earth or sand	Often	Least poor	1.0311793	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	3	Yes	No	8	Yes	No	Metal	4	2	No	Kihihi	Yes	No	Cement	No
h_318012818	1	Unscreened airbricks	No	Yes	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	River/stream	Modern	Closed	No	Cement/concrete	Seldom	Least poor	.87931198	["Uncovered pit latrine no slab"]	No	Candles	2	0	Yes	Yes	9	Yes	No	Metal	3	1	No	Kihihi	Yes	No	Cement	No
h_365007001	1	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Open public well	Traditional	Closed	No	Earth and dung	Often	Middle	-.12205303	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	2	Yes	No	7	No	No	Metal	4	3	No	Kihihi	Yes	No	Mud	No
h_321005004	1	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	River/stream	Traditional	Open	No	Earth or sand	Never	Middle	.7582317	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	Yes	No	7	Yes	No	Metal	3	3	No	Kihihi	Yes	No	Mud	No
h_214000507	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	Yes	Public tap	Modern	Closed	No	Cement/concrete	Sometimes	Poorest	-1.0980756	["Composting  toilet"]	No	Paraffin - wick lamp	2	0	No	No	3	No	No	Metal	2	1	No	Walukuba	Yes	No	Cement	No
h_431002101	1	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	No	Public tap	Modern	Closed	No	Cement/concrete	Sometimes	Least poor	.82436812	["Uncovered pit latrine no slab"]	No	Paraffin - pressure lamp	3	0	Yes	No	5	Yes	No	Metal	4	2	Yes	Kihihi	Yes	No	Cement	Yes
h_132012601	2	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected public well	Traditional	Open	No	Earth and dung	Often	Poorest	-2.4169199	["No facility/bush/field"]	No	Paraffin - wick lamp	2	2	No	No	7	No	No	Thatch	3	1	No	Nagongera	No	No	Mud	No
h_103004301	4	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected spring	Traditional	Closed	No	Earth and dung	Sometimes	Poorest	-1.5004001	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	No	No	4	No	No	Metal	3	2	No	Nagongera	Yes	No	Mud	No
h_361005301	1	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Borehole	Traditional	Closed	No	Earth or sand	Sometimes	Least poor	1.326429	["Uncovered pit latrine no slab"]	No	Torch/battery powered lamp	2	3	Yes	Yes	6	Yes	No	Metal	2	2	Yes	Kihihi	Yes	No	Mud	Yes
h_325008301	4	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	River/stream	Modern	Closed	No	Cement/concrete	Sometimes	Middle	-.11173765	["Uncovered pit latrine no slab"]	No	Torch/battery powered lamp	2	1	Yes	No	10	Yes	No	Metal	7	6	Yes	Kihihi	Yes	No	Cement	No
h_302008702	1	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	River/stream	Modern	Closed	No	Earth or sand	Always	Least poor	1.5431525	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	12	Yes	No	Metal	8	6	Yes	Kihihi	Yes	No	Cement	Yes
h_321000701	1	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	River/stream	Traditional	Closed	No	Earth or sand	Sometimes	Poorest	-2.0183213	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	No	No	5	No	No	Metal	3	2	No	Kihihi	Yes	No	Mud	No
h_350004602	.5	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	River/stream	Traditional	Open	No	Earth or sand	Always	Poorest	-2.9348412	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	0	No	No	5	No	No	Thatch	3	2	No	Kihihi	No	No	Mud	No
h_357002601	7	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Pond/lake	Traditional	Closed	No	Earth or sand	Never	Middle	.18574676	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	No	No	3	Yes	No	Metal	3	3	Yes	Kihihi	Yes	No	Mud	No
h_206013101	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	Yes	["Charcoal"]	Uganda	Yes	Public tap	Traditional	Closed	No	Earth or sand	Seldom	Least poor	2.9569738	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	3	Yes	No	3	Yes	No	Metal	2	1	Yes	Walukuba	Yes	No	Mud	No
h_205005903	0	No airbricks	No	No	Yes	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	No	Cement/concrete	Always	Poorest	-1.3338227	["Covered pit latrine w/slab"]	No	Paraffin - wick lamp	1	2	Yes	No	8	No	No	Metal	3	2	No	Walukuba	No	No	Mud	No
h_308002501	2	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	Yes	Public tap	Modern	Closed	No	Cement/concrete	Sometimes	Least poor	2.4307561	["Covered pit latrine no slab"]	No	Paraffin - hurricane lamp	3	0	Yes	No	7	Yes	No	Metal	6	3	No	Kihihi	Yes	No	Cement	No
h_364004201	2	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Protected spring	Traditional	Closed	No	Earth or sand	Always	Middle	.45869437	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	No	No	3	Yes	No	Metal	2	2	Yes	Kihihi	Yes	No	Mud	No
h_128011103	2	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Open public well	Modern	Closed	No	Cement/concrete	Sometimes	Poorest	-2.1941347	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	9	No	No	Metal	5	4	No	Nagongera	No	No	Cement	No
h_361001601	1	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	No	River/stream	Modern	Closed	No	Cement/concrete	Sometimes	Middle	-.34150904	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	0	Yes	No	4	No	No	Metal	3	3	No	Kihihi	Yes	No	Cement	No
h_412008801	1	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected public well	Traditional	Closed	No	Earth or sand	Sometimes	Middle	-.11779948	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	1	No	No	7	Yes	No	Metal	4	3	No	Kihihi	Yes	No	Mud	No
h_207000201	0	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	Yes	["Charcoal"]	Uganda	Yes	Public tap	Modern	Closed	Yes	Cement/concrete	Often	Least poor	2.4307561	["Flush toilet"]	No	Electricity	4	1	Yes	No	3	Yes	No	Tiles	2	2	Yes	Walukuba	Yes	Yes	Cement	No
h_112000801	6	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth or sand	Always	Least poor	.91815662	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	4	Yes	No	Thatch	3	1	No	Nagongera	Yes	No	Mud	Yes
h_216001964	0	Unscreened airbricks	No	No	No	Yes	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Modern	Closed	Yes	Cement/concrete	Seldom	Poorest	-1.0289158	["Uncovered pit latrine no slab"]	No	Electricity	3	3	Yes	No	4	No	No	Tiles	2	1	Yes	Walukuba	No	No	Cement	No
h_368003602	0	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Unprotected spring	Traditional	Closed	No	Earth or sand	Always	Middle	.62290692	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	Yes	Yes	4	Yes	No	Metal	4	3	No	Kihihi	Yes	No	Mud	No
h_105000401	2	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Unprotected spring	Traditional	Open	No	Earth and dung	Always	Poorest	-2.0642138	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	No	No	5	Yes	No	Thatch	2	2	No	Nagongera	No	No	Mud	No
h_141017201	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Closed	No	Earth or sand	Often	Poorest	-2.1216702	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	3	No	No	6	No	No	Metal	2	1	No	Nagongera	No	No	Mud	No
h_201030403	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	Yes	["Charcoal"]	Uganda	Yes	Public tap	Modern	Closed	No	Earth or sand	Sometimes	Least poor	2.3096759	["Covered pit latrine w/slab"]	No	Paraffin - wick lamp	2	2	Yes	No	17	Yes	No	Tiles	10	2	Yes	Walukuba	Yes	No	Cement	No
h_205005207	0	Screened airbricks	No	Yes	Yes	Yes	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Modern	Closed	No	Earth or sand	Never	Least poor	1.0534815	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	3	Yes	No	4	Yes	No	Metal	2	1	No	Walukuba	Yes	No	Cement	No
h_216001607	0	No airbricks	No	Yes	Yes	No	No	No	No	Yes	Yes	Yes	["Charcoal"]	Uganda	No	Public tap	Modern	Closed	Yes	Cement/concrete	Never	Least poor	2.0367284	["Covered pit latrine w/slab"]	No	Electricity	3	3	Yes	No	8	Yes	No	Tiles	3	2	Yes	Walukuba	Yes	Yes	Cement	No
h_210000808	0	Screened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	Yes	Piped into yard/compound	Modern	Closed	No	Cement/concrete	Never	Least poor	.97607124	["Flush toilet"]	No	Paraffin - wick lamp	3	1	Yes	Yes	7	No	No	Tiles	5	2	Yes	Walukuba	Yes	No	Cement	No
h_206019206	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Often	Middle	.1109338	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	3	Yes	No	4	Yes	No	Metal	3	2	No	Walukuba	Yes	No	Mud	No
h_128003501	3	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Open public well	Traditional	Open	No	Earth and dung	Never	Middle	-.4561474	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	3	Yes	No	5	No	No	Thatch	2	1	No	Nagongera	Yes	No	Mud	No
h_107020201	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected spring	Traditional	Open	No	Earth or sand	Often	Poorest	-.9338631	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	1	Yes	No	6	No	No	Thatch	2	2	No	Nagongera	Yes	No	Mud	No
h_447002101	1	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Protected spring	Modern	Closed	No	Stones	Sometimes	Least poor	1.1419442	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	2	Yes	Yes	8	No	No	Metal	5	3	Yes	Kihihi	Yes	No	Cement	Yes
h_364002001	2	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	River/stream	Traditional	Open	No	Earth or sand	Seldom	Least poor	.92645317	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	1	Yes	No	5	Yes	No	Metal	4	2	No	Kihihi	Yes	No	Mud	No
h_408004201	3	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	Yes	Borehole	Traditional	Closed	No	Earth or sand	Sometimes	Least poor	1.967285	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	2	Yes	No	4	Yes	No	Metal	3	3	Yes	Kihihi	Yes	No	Mud	Yes
h_126002501	5	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected spring	Traditional	Open	No	Earth or sand	Always	Poorest	-1.8988851	["No facility/bush/field"]	No	Paraffin - wick lamp	2	1	Yes	No	7	No	No	Thatch	3	2	No	Nagongera	No	No	Mud	No
h_131011801	1	No airbricks	No	No	No	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth and dung	Always	Poorest	-2.7606716	["No facility/bush/field"]	No	Paraffin - wick lamp	2	2	No	No	6	No	No	Thatch	2	1	No	Nagongera	No	No	Mud	No
h_202000401	0	No airbricks	No	No	No	No	No	No	No	No	No	No	["Firewood"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Always	Poorest	-1.3321786	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	1	0	No	No	3	No	No	Metal	2	1	No	Walukuba	Yes	No	Metal	No
h_349005201	0	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Borehole	Modern	Closed	No	Earth or sand	Never	Least poor	1.6299752	["No facility/bush/field"]	No	Paraffin - wick lamp	4	2	Yes	Yes	2	Yes	No	Metal	1	1	No	Kihihi	Yes	No	Cement	No
h_221002517	1	Unscreened airbricks	No	Yes	Yes	Yes	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Modern	Closed	Yes	Cement/concrete	Never	Least poor	1.5654545	["Covered pit latrine w/slab"]	No	Paraffin - pressure lamp	4	1	Yes	Yes	8	Yes	No	Tiles	3	3	Yes	Walukuba	Yes	No	Cement	Yes
